ID,Distance,Layer,Condition,Method
187,0.9327652249790257,dense3,WTs_CINIC,NNSTD
188,0.5778393770133805,conv1,WTs_CINIC,NNSTD
188,0.7704540017966149,conv2,WTs_CINIC,NNSTD
188,0.9449231577855008,dense1,WTs_CINIC,NNSTD
188,0.8457774568697147,dense2,WTs_CINIC,NNSTD
188,0.9563862189678007,dense3,WTs_CINIC,NNSTD
189,0.5718162301342449,conv1,WTs_CINIC,NNSTD
189,0.768109258801478,conv2,WTs_CINIC,NNSTD
189,0.9449102472950911,dense1,WTs_CINIC,NNSTD
189,0.8500917497621767,dense2,WTs_CINIC,NNSTD
189,0.9459542902944493,dense3,WTs_CINIC,NNSTD
190,0.5712126772328978,conv1,WTs_CINIC,NNSTD
190,0.7671597927095988,conv2,WTs_CINIC,NNSTD
190,0.9456062581462954,dense1,WTs_CINIC,NNSTD
190,0.8473132278504973,dense2,WTs_CINIC,NNSTD
190,0.9708616881650156,dense3,WTs_CINIC,NNSTD
191,0.5811705893059897,conv1,WTs_CINIC,NNSTD
191,0.7692637894035438,conv2,WTs_CINIC,NNSTD
191,0.9454676561599837,dense1,WTs_CINIC,NNSTD
191,0.8474981134933328,dense2,WTs_CINIC,NNSTD
191,0.9294608453918405,dense3,WTs_CINIC,NNSTD
192,0.5835345643939394,conv1,WTs_CINIC,NNSTD
192,0.7683823103890894,conv2,WTs_CINIC,NNSTD
192,0.9451934786810963,dense1,WTs_CINIC,NNSTD
192,0.8471051930621427,dense2,WTs_CINIC,NNSTD
192,0.953556414484986,dense3,WTs_CINIC,NNSTD
193,0.5624367071965273,conv1,WTs_CINIC,NNSTD
193,0.769679385920147,conv2,WTs_CINIC,NNSTD
193,0.9454831412327638,dense1,WTs_CINIC,NNSTD
193,0.84667258507842,dense2,WTs_CINIC,NNSTD
193,0.9565712916963338,dense3,WTs_CINIC,NNSTD
194,0.5810114709126658,conv1,WTs_CINIC,NNSTD
194,0.7693673393845721,conv2,WTs_CINIC,NNSTD
194,0.9456247140036514,dense1,WTs_CINIC,NNSTD
194,0.8492262379835878,dense2,WTs_CINIC,NNSTD
194,0.9617885720516988,dense3,WTs_CINIC,NNSTD
195,0.5647344970185044,conv1,WTs_CINIC,NNSTD
195,0.7694788212694579,conv2,WTs_CINIC,NNSTD
195,0.9453620479413105,dense1,WTs_CINIC,NNSTD
195,0.8485784444699995,dense2,WTs_CINIC,NNSTD
195,0.9551875993093214,dense3,WTs_CINIC,NNSTD
196,0.5857640527284249,conv1,WTs_CINIC,NNSTD
196,0.768352343033742,conv2,WTs_CINIC,NNSTD
196,0.9451087370801445,dense1,WTs_CINIC,NNSTD
196,0.8480534149781798,dense2,WTs_CINIC,NNSTD
196,0.9463201974801405,dense3,WTs_CINIC,NNSTD
197,0.5618994515170501,conv1,WTs_CINIC,NNSTD
197,0.7677190938027207,conv2,WTs_CINIC,NNSTD
197,0.9455662662276403,dense1,WTs_CINIC,NNSTD
197,0.8495175494562193,dense2,WTs_CINIC,NNSTD
197,0.9382802635127776,dense3,WTs_CINIC,NNSTD
198,0.5575347601046614,conv1,WTs_CINIC,NNSTD
198,0.7686056020528216,conv2,WTs_CINIC,NNSTD
198,0.9462746329412235,dense1,WTs_CINIC,NNSTD
198,0.8477404353625888,dense2,WTs_CINIC,NNSTD
198,0.9430088711606995,dense3,WTs_CINIC,NNSTD
199,0.5649151361812208,conv1,WTs_CINIC,NNSTD
199,0.7686010904941112,conv2,WTs_CINIC,NNSTD
199,0.9459059239696804,dense1,WTs_CINIC,NNSTD
199,0.8480244671917612,dense2,WTs_CINIC,NNSTD
199,0.954492592466195,dense3,WTs_CINIC,NNSTD
200,0.5700605728523926,conv1,WTs_CINIC,NNSTD
200,0.7684344358702933,conv2,WTs_CINIC,NNSTD
200,0.9449748344315916,dense1,WTs_CINIC,NNSTD
200,0.8446715719933157,dense2,WTs_CINIC,NNSTD
200,0.9298714574647828,dense3,WTs_CINIC,NNSTD
201,0.5866668753556815,conv1,WTs_CINIC,NNSTD
201,0.7677247284631386,conv2,WTs_CINIC,NNSTD
201,0.9452819167350506,dense1,WTs_CINIC,NNSTD
201,0.8478852173179181,dense2,WTs_CINIC,NNSTD
201,0.9529189164694092,dense3,WTs_CINIC,NNSTD
202,0.5664795690313298,conv1,WTs_CINIC,NNSTD
202,0.7689026514810431,conv2,WTs_CINIC,NNSTD
202,0.9458702362289193,dense1,WTs_CINIC,NNSTD
202,0.8486136945670867,dense2,WTs_CINIC,NNSTD
202,0.9468751005778655,dense3,WTs_CINIC,NNSTD
203,0.5613719548613367,conv1,WTs_CINIC,NNSTD
203,0.7677974022801859,conv2,WTs_CINIC,NNSTD
203,0.9444871714220289,dense1,WTs_CINIC,NNSTD
203,0.8446929195834715,dense2,WTs_CINIC,NNSTD
203,0.9537264576985172,dense3,WTs_CINIC,NNSTD
204,0.575813332949193,conv1,WTs_CINIC,NNSTD
204,0.7676999943577738,conv2,WTs_CINIC,NNSTD
204,0.9447513264246427,dense1,WTs_CINIC,NNSTD
204,0.8457946871087971,dense2,WTs_CINIC,NNSTD
204,0.9515285049291762,dense3,WTs_CINIC,NNSTD
205,0.5673776589042407,conv1,WTs_CINIC,NNSTD
205,0.7723614466835811,conv2,WTs_CINIC,NNSTD
205,0.9453271604371846,dense1,WTs_CINIC,NNSTD
205,0.8462204973684214,dense2,WTs_CINIC,NNSTD
205,0.9335309795576624,dense3,WTs_CINIC,NNSTD
206,0.5768258087935672,conv1,WTs_CINIC,NNSTD
206,0.7702494271514484,conv2,WTs_CINIC,NNSTD
206,0.9454511789881204,dense1,WTs_CINIC,NNSTD
206,0.8468466942528161,dense2,WTs_CINIC,NNSTD
206,0.9270946274514797,dense3,WTs_CINIC,NNSTD
207,0.5746499308896512,conv1,WTs_CINIC,NNSTD
207,0.7693996557778194,conv2,WTs_CINIC,NNSTD
207,0.9453488436053297,dense1,WTs_CINIC,NNSTD
207,0.8469431007056043,dense2,WTs_CINIC,NNSTD
207,0.9424709619453235,dense3,WTs_CINIC,NNSTD
208,0.5764478174930718,conv1,WTs_CINIC,NNSTD
208,0.7707770166646997,conv2,WTs_CINIC,NNSTD
208,0.945208592567552,dense1,WTs_CINIC,NNSTD
208,0.8477607450666843,dense2,WTs_CINIC,NNSTD
208,0.9455422141769365,dense3,WTs_CINIC,NNSTD
209,0.5620638413685772,conv1,WTs_CINIC,NNSTD
209,0.76949580067064,conv2,WTs_CINIC,NNSTD
209,0.9455975185043228,dense1,WTs_CINIC,NNSTD
209,0.8487098976394711,dense2,WTs_CINIC,NNSTD
209,0.9545912015730014,dense3,WTs_CINIC,NNSTD
210,0.5708755670176916,conv1,WTs_CINIC,NNSTD
210,0.768846464281887,conv2,WTs_CINIC,NNSTD
210,0.9452080116973829,dense1,WTs_CINIC,NNSTD
210,0.8451096897644764,dense2,WTs_CINIC,NNSTD
210,0.9594023941690946,dense3,WTs_CINIC,NNSTD
211,0.5709007815933851,conv1,mixed_CINIC,NNSTD
211,0.770785421831961,conv2,mixed_CINIC,NNSTD
211,0.948144476986682,dense1,mixed_CINIC,NNSTD
211,0.8488841032294405,dense2,mixed_CINIC,NNSTD
211,0.9593965767040812,dense3,mixed_CINIC,NNSTD
212,0.5750056864601901,conv1,mixed_CINIC,NNSTD
212,0.7689100661154155,conv2,mixed_CINIC,NNSTD
212,0.948511531153058,dense1,mixed_CINIC,NNSTD
212,0.8482679590624517,dense2,mixed_CINIC,NNSTD
212,0.9532593036527077,dense3,mixed_CINIC,NNSTD
213,0.5768831645784771,conv1,mixed_CINIC,NNSTD
213,0.7704793867676927,conv2,mixed_CINIC,NNSTD
213,0.9486513227879375,dense1,mixed_CINIC,NNSTD
213,0.8502990382041322,dense2,mixed_CINIC,NNSTD
213,0.9442763489474016,dense3,mixed_CINIC,NNSTD
214,0.5678077411763074,conv1,mixed_CINIC,NNSTD
214,0.7701786216781479,conv2,mixed_CINIC,NNSTD
214,0.9490898501394012,dense1,mixed_CINIC,NNSTD
214,0.8504328433713059,dense2,mixed_CINIC,NNSTD
214,0.9610830069079199,dense3,mixed_CINIC,NNSTD
215,0.5683413068753143,conv1,mixed_CINIC,NNSTD
215,0.7696071898720043,conv2,mixed_CINIC,NNSTD
215,0.9491384578391031,dense1,mixed_CINIC,NNSTD
215,0.8502347842919635,dense2,mixed_CINIC,NNSTD
215,0.9519084059652009,dense3,mixed_CINIC,NNSTD
216,0.5702850858399426,conv1,mixed_CINIC,NNSTD
216,0.7690943327010259,conv2,mixed_CINIC,NNSTD
216,0.9477748745711696,dense1,mixed_CINIC,NNSTD
216,0.8499633068393412,dense2,mixed_CINIC,NNSTD
216,0.9698475108046146,dense3,mixed_CINIC,NNSTD
217,0.5712392846124463,conv1,mixed_CINIC,NNSTD
217,0.7681889800405675,conv2,mixed_CINIC,NNSTD
217,0.9490026874701574,dense1,mixed_CINIC,NNSTD
217,0.8527311000829896,dense2,mixed_CINIC,NNSTD
217,0.9542960220867197,dense3,mixed_CINIC,NNSTD
218,0.5739924554504663,conv1,mixed_CINIC,NNSTD
218,0.7691406827032389,conv2,mixed_CINIC,NNSTD
218,0.9490766870356633,dense1,mixed_CINIC,NNSTD
218,0.8504996739941939,dense2,mixed_CINIC,NNSTD
218,0.9469052010144876,dense3,mixed_CINIC,NNSTD
219,0.5802414930861621,conv1,mixed_CINIC,NNSTD
219,0.7701758874429296,conv2,mixed_CINIC,NNSTD
219,0.9490625883179695,dense1,mixed_CINIC,NNSTD
219,0.8529793153040123,dense2,mixed_CINIC,NNSTD
219,0.9401439376927183,dense3,mixed_CINIC,NNSTD
220,0.577087095199155,conv1,mixed_CINIC,NNSTD
220,0.7706723975375248,conv2,mixed_CINIC,NNSTD
220,0.9489842976853984,dense1,mixed_CINIC,NNSTD
220,0.8513722144230578,dense2,mixed_CINIC,NNSTD
220,0.9406458301351938,dense3,mixed_CINIC,NNSTD
221,0.5791963436379797,conv1,mixed_CINIC,NNSTD
221,0.768568725676282,conv2,mixed_CINIC,NNSTD
221,0.9478035424420079,dense1,mixed_CINIC,NNSTD
221,0.8476511450468667,dense2,mixed_CINIC,NNSTD
221,0.9416563691420053,dense3,mixed_CINIC,NNSTD
222,0.5750441247188054,conv1,mixed_CINIC,NNSTD
222,0.7711349240017726,conv2,mixed_CINIC,NNSTD
222,0.9476631564073399,dense1,mixed_CINIC,NNSTD
222,0.8477981529249229,dense2,mixed_CINIC,NNSTD
222,0.9496509398994988,dense3,mixed_CINIC,NNSTD
223,0.5779416755737383,conv1,mixed_CINIC,NNSTD
223,0.7699313742553653,conv2,mixed_CINIC,NNSTD
223,0.9475339796016706,dense1,mixed_CINIC,NNSTD
223,0.8480313987400726,dense2,mixed_CINIC,NNSTD
223,0.9598172982867441,dense3,mixed_CINIC,NNSTD
224,0.5888284292810947,conv1,mixed_CINIC,NNSTD
224,0.7687220086130828,conv2,mixed_CINIC,NNSTD
224,0.9482402740363282,dense1,mixed_CINIC,NNSTD
224,0.8514215212724394,dense2,mixed_CINIC,NNSTD
224,0.966804104986107,dense3,mixed_CINIC,NNSTD
225,0.5860776580445698,conv1,mixed_CINIC,NNSTD
225,0.7701239107434883,conv2,mixed_CINIC,NNSTD
225,0.9481103997502957,dense1,mixed_CINIC,NNSTD
225,0.8510314803972956,dense2,mixed_CINIC,NNSTD
225,0.946437139801583,dense3,mixed_CINIC,NNSTD
226,0.5811429141839842,conv1,mixed_CINIC,NNSTD
226,0.7678252698435095,conv2,mixed_CINIC,NNSTD
226,0.9480265436962427,dense1,mixed_CINIC,NNSTD
226,0.8516260406613763,dense2,mixed_CINIC,NNSTD
226,0.9499487643304869,dense3,mixed_CINIC,NNSTD
227,0.5709013464068611,conv1,mixed_CINIC,NNSTD
227,0.769636887986572,conv2,mixed_CINIC,NNSTD
227,0.9479015915713254,dense1,mixed_CINIC,NNSTD
227,0.8505925524753922,dense2,mixed_CINIC,NNSTD
227,0.9470064906773581,dense3,mixed_CINIC,NNSTD
228,0.5707225186073387,conv1,mixed_CINIC,NNSTD
228,0.7697180036457647,conv2,mixed_CINIC,NNSTD
228,0.9478034631668453,dense1,mixed_CINIC,NNSTD
228,0.8500589712836641,dense2,mixed_CINIC,NNSTD
228,0.9619290063948072,dense3,mixed_CINIC,NNSTD
229,0.5797414454928241,conv1,mixed_CINIC,NNSTD
229,0.7700882747666916,conv2,mixed_CINIC,NNSTD
229,0.9476156200569922,dense1,mixed_CINIC,NNSTD
229,0.8498630141734708,dense2,mixed_CINIC,NNSTD
229,0.9515064946616582,dense3,mixed_CINIC,NNSTD
230,0.560202077079375,conv1,mixed_CINIC,NNSTD
230,0.7680762200401834,conv2,mixed_CINIC,NNSTD
230,0.9479957310427001,dense1,mixed_CINIC,NNSTD
230,0.8535388540183628,dense2,mixed_CINIC,NNSTD
230,0.9556687102496954,dense3,mixed_CINIC,NNSTD
231,0.5782267407944652,conv1,mixed_CINIC,NNSTD
231,0.7702681327079097,conv2,mixed_CINIC,NNSTD
231,0.9481843641149439,dense1,mixed_CINIC,NNSTD
231,0.8501200444178595,dense2,mixed_CINIC,NNSTD
231,0.967483221470246,dense3,mixed_CINIC,NNSTD
232,0.5735022725946439,conv1,mixed_CINIC,NNSTD
232,0.768964526020985,conv2,mixed_CINIC,NNSTD
232,0.9481119612494586,dense1,mixed_CINIC,NNSTD
232,0.8500333677881768,dense2,mixed_CINIC,NNSTD
232,0.9648080160089705,dense3,mixed_CINIC,NNSTD
233,0.583864226051726,conv1,mixed_CINIC,NNSTD
233,0.7702205961596924,conv2,mixed_CINIC,NNSTD
233,0.9479410232214656,dense1,mixed_CINIC,NNSTD
233,0.8494808239016352,dense2,mixed_CINIC,NNSTD
233,0.9667627844859548,dense3,mixed_CINIC,NNSTD
234,0.5743281560147369,conv1,mixed_CINIC,NNSTD
234,0.7700715037288551,conv2,mixed_CINIC,NNSTD
234,0.9478632006634552,dense1,mixed_CINIC,NNSTD
234,0.8511524545314859,dense2,mixed_CINIC,NNSTD
234,0.9500674940825592,dense3,mixed_CINIC,NNSTD
235,0.567353615032843,conv1,mixed_CINIC,NNSTD
235,0.7667755773998419,conv2,mixed_CINIC,NNSTD
235,0.9475709744292842,dense1,mixed_CINIC,NNSTD
235,0.8491551540769052,dense2,mixed_CINIC,NNSTD
235,0.9672989337953428,dense3,mixed_CINIC,NNSTD
236,0.5815190031067788,conv1,mixed_CINIC,NNSTD
236,0.7720885217639644,conv2,mixed_CINIC,NNSTD
236,0.9487533223611513,dense1,mixed_CINIC,NNSTD
236,0.8499197536008918,dense2,mixed_CINIC,NNSTD
236,0.9534842500942062,dense3,mixed_CINIC,NNSTD
237,0.5756470832068259,conv1,mixed_CINIC,NNSTD
237,0.7707599917882216,conv2,mixed_CINIC,NNSTD
237,0.948727460093497,dense1,mixed_CINIC,NNSTD
237,0.8502032856989354,dense2,mixed_CINIC,NNSTD
237,0.9678388433032395,dense3,mixed_CINIC,NNSTD
238,0.5552596339016376,conv1,mixed_CINIC,NNSTD
238,0.7685106035689645,conv2,mixed_CINIC,NNSTD
238,0.949026772832281,dense1,mixed_CINIC,NNSTD
238,0.8503993406579823,dense2,mixed_CINIC,NNSTD
238,0.9603952689841059,dense3,mixed_CINIC,NNSTD
239,0.5680170523920524,conv1,mixed_CINIC,NNSTD
239,0.7700091681713712,conv2,mixed_CINIC,NNSTD
239,0.9488642900958898,dense1,mixed_CINIC,NNSTD
239,0.8504912485827656,dense2,mixed_CINIC,NNSTD
239,0.9568574927071168,dense3,mixed_CINIC,NNSTD
240,0.5654749174141347,conv1,mixed_CINIC,NNSTD
240,0.7688467030051024,conv2,mixed_CINIC,NNSTD
240,0.9489389110038327,dense1,mixed_CINIC,NNSTD
240,0.8516984453170217,dense2,mixed_CINIC,NNSTD
240,0.9685708079759714,dense3,mixed_CINIC,NNSTD
241,0.6125591601005204,conv1,WTs_SVHN,SaSD
241,0.8443027111969559,conv2,WTs_SVHN,SaSD
241,0.9703380334719521,dense1,WTs_SVHN,SaSD
241,0.8916960776526544,dense2,WTs_SVHN,SaSD
241,0.9697002315300447,dense3,WTs_SVHN,SaSD
242,0.6276842464112684,conv1,WTs_SVHN,SaSD
242,0.840283022889007,conv2,WTs_SVHN,SaSD
242,0.9701024466736913,dense1,WTs_SVHN,SaSD
242,0.8910967814654946,dense2,WTs_SVHN,SaSD
242,0.957838547802913,dense3,WTs_SVHN,SaSD
243,0.6258429887106357,conv1,WTs_SVHN,SaSD
243,0.850362739946116,conv2,WTs_SVHN,SaSD
243,0.9702500204437889,dense1,WTs_SVHN,SaSD
243,0.8921940353843667,dense2,WTs_SVHN,SaSD
243,0.963545134365803,dense3,WTs_SVHN,SaSD
244,0.6381131672147298,conv1,WTs_SVHN,SaSD
244,0.8413740053976486,conv2,WTs_SVHN,SaSD
244,0.9704613249592917,dense1,WTs_SVHN,SaSD
244,0.8918479504371506,dense2,WTs_SVHN,SaSD
244,0.9755404131597132,dense3,WTs_SVHN,SaSD
245,0.6169416010868216,conv1,WTs_SVHN,SaSD
245,0.8465804404917301,conv2,WTs_SVHN,SaSD
245,0.9700944694196291,dense1,WTs_SVHN,SaSD
245,0.891298573591691,dense2,WTs_SVHN,SaSD
245,0.974359600710484,dense3,WTs_SVHN,SaSD
246,0.6021454941606597,conv1,WTs_SVHN,SaSD
246,0.8429007150379662,conv2,WTs_SVHN,SaSD
246,0.9704300570715483,dense1,WTs_SVHN,SaSD
246,0.891916667642765,dense2,WTs_SVHN,SaSD
246,0.9722359710759273,dense3,WTs_SVHN,SaSD
247,0.6376043305464745,conv1,WTs_SVHN,SaSD
247,0.844183918604383,conv2,WTs_SVHN,SaSD
247,0.969698916845855,dense1,WTs_SVHN,SaSD
247,0.8924388531719565,dense2,WTs_SVHN,SaSD
247,0.9595860112545083,dense3,WTs_SVHN,SaSD
248,0.5730504368486905,conv1,WTs_SVHN,SaSD
248,0.8453240667092696,conv2,WTs_SVHN,SaSD
248,0.9703555911061474,dense1,WTs_SVHN,SaSD
248,0.8924185743577924,dense2,WTs_SVHN,SaSD
248,0.9612028703770369,dense3,WTs_SVHN,SaSD
249,0.6135930080438353,conv1,WTs_SVHN,SaSD
249,0.8460593791755677,conv2,WTs_SVHN,SaSD
249,0.9699062090429296,dense1,WTs_SVHN,SaSD
249,0.8921053774296415,dense2,WTs_SVHN,SaSD
249,0.9620559651408318,dense3,WTs_SVHN,SaSD
250,0.6417465708928799,conv1,WTs_SVHN,SaSD
250,0.8469083644158841,conv2,WTs_SVHN,SaSD
250,0.970302006771252,dense1,WTs_SVHN,SaSD
250,0.8941613747258534,dense2,WTs_SVHN,SaSD
250,0.9641886079516743,dense3,WTs_SVHN,SaSD
251,0.6030535691840839,conv1,WTs_SVHN,SaSD
251,0.8382345259557561,conv2,WTs_SVHN,SaSD
251,0.9703951938412715,dense1,WTs_SVHN,SaSD
251,0.8928693083829886,dense2,WTs_SVHN,SaSD
251,0.9557565933708456,dense3,WTs_SVHN,SaSD
252,0.6135584454862948,conv1,WTs_SVHN,SaSD
252,0.8463390592425791,conv2,WTs_SVHN,SaSD
252,0.9701139403190804,dense1,WTs_SVHN,SaSD
252,0.8928623678883938,dense2,WTs_SVHN,SaSD
252,0.9600994080736278,dense3,WTs_SVHN,SaSD
253,0.6231816054656127,conv1,WTs_SVHN,SaSD
253,0.8413776575085316,conv2,WTs_SVHN,SaSD
253,0.9702753402410813,dense1,WTs_SVHN,SaSD
253,0.8919142882215665,dense2,WTs_SVHN,SaSD
253,0.9632371764384782,dense3,WTs_SVHN,SaSD
254,0.6360354971852408,conv1,WTs_SVHN,SaSD
254,0.8434261498159585,conv2,WTs_SVHN,SaSD
254,0.9700564372284801,dense1,WTs_SVHN,SaSD
254,0.8917603417641481,dense2,WTs_SVHN,SaSD
254,0.9498821942724381,dense3,WTs_SVHN,SaSD
255,0.6041301720644552,conv1,WTs_SVHN,SaSD
255,0.8417587969472249,conv2,WTs_SVHN,SaSD
255,0.9700508029442112,dense1,WTs_SVHN,SaSD
255,0.8921689525130697,dense2,WTs_SVHN,SaSD
255,0.9693221262893912,dense3,WTs_SVHN,SaSD
256,0.6246651607175504,conv1,WTs_SVHN,SaSD
256,0.8461997747625813,conv2,WTs_SVHN,SaSD
256,0.9702948161428375,dense1,WTs_SVHN,SaSD
256,0.8912081567659416,dense2,WTs_SVHN,SaSD
256,0.9883037952022914,dense3,WTs_SVHN,SaSD
257,0.6256409389221889,conv1,WTs_SVHN,SaSD
257,0.8422289637972717,conv2,WTs_SVHN,SaSD
257,0.97012819903347,dense1,WTs_SVHN,SaSD
257,0.8919455644728007,dense2,WTs_SVHN,SaSD
257,0.9741797405307434,dense3,WTs_SVHN,SaSD
258,0.6049249093941189,conv1,WTs_SVHN,SaSD
258,0.8424688668224172,conv2,WTs_SVHN,SaSD
258,0.9702360773195551,dense1,WTs_SVHN,SaSD
258,0.8926784528901704,dense2,WTs_SVHN,SaSD
258,0.9739662676504782,dense3,WTs_SVHN,SaSD
259,0.6254240971956965,conv1,WTs_SVHN,SaSD
259,0.84339323611742,conv2,WTs_SVHN,SaSD
259,0.9705166956934295,dense1,WTs_SVHN,SaSD
259,0.8923342508729387,dense2,WTs_SVHN,SaSD
259,0.9693792475119152,dense3,WTs_SVHN,SaSD
260,0.6159045904565206,conv1,WTs_SVHN,SaSD
260,0.8417741590673882,conv2,WTs_SVHN,SaSD
260,0.9699582148918322,dense1,WTs_SVHN,SaSD
260,0.8943048758954829,dense2,WTs_SVHN,SaSD
260,0.9732511186292697,dense3,WTs_SVHN,SaSD
261,0.6158076987350884,conv1,WTs_SVHN,SaSD
261,0.8488812139750458,conv2,WTs_SVHN,SaSD
261,0.97030300177428,dense1,WTs_SVHN,SaSD
261,0.8945837820052498,dense2,WTs_SVHN,SaSD
261,0.981531279178338,dense3,WTs_SVHN,SaSD
262,0.6155913844363196,conv1,WTs_SVHN,SaSD
262,0.8451227372975588,conv2,WTs_SVHN,SaSD
262,0.970346106789711,dense1,WTs_SVHN,SaSD
262,0.8939208528904996,dense2,WTs_SVHN,SaSD
262,0.9706456850028944,dense3,WTs_SVHN,SaSD
263,0.6230583647089065,conv1,WTs_SVHN,SaSD
263,0.8464827266708977,conv2,WTs_SVHN,SaSD
263,0.9704077836555963,dense1,WTs_SVHN,SaSD
263,0.8929908623550803,dense2,WTs_SVHN,SaSD
263,0.9584079596116254,dense3,WTs_SVHN,SaSD
264,0.6269675445571585,conv1,WTs_SVHN,SaSD
264,0.8432330583226255,conv2,WTs_SVHN,SaSD
264,0.9698412688267236,dense1,WTs_SVHN,SaSD
264,0.8942028990257573,dense2,WTs_SVHN,SaSD
264,0.9445152520161446,dense3,WTs_SVHN,SaSD
265,0.5949730762309371,conv1,WTs_SVHN,SaSD
265,0.8432341712060882,conv2,WTs_SVHN,SaSD
265,0.9702061973858509,dense1,WTs_SVHN,SaSD
265,0.8918506712743917,dense2,WTs_SVHN,SaSD
265,0.9762226484796817,dense3,WTs_SVHN,SaSD
266,0.5784751328070794,conv1,WTs_SVHN,SaSD
266,0.8446090563140408,conv2,WTs_SVHN,SaSD
266,0.970217623443933,dense1,WTs_SVHN,SaSD
266,0.8937147549116965,dense2,WTs_SVHN,SaSD
266,0.9761338800841303,dense3,WTs_SVHN,SaSD
267,0.6516560921099669,conv1,WTs_SVHN,SaSD
267,0.84796801548005,conv2,WTs_SVHN,SaSD
267,0.9701349205386415,dense1,WTs_SVHN,SaSD
267,0.8920654754730277,dense2,WTs_SVHN,SaSD
267,0.9797114387114387,dense3,WTs_SVHN,SaSD
268,0.6005175673489093,conv1,WTs_SVHN,SaSD
268,0.8474460202511349,conv2,WTs_SVHN,SaSD
268,0.9703013702645349,dense1,WTs_SVHN,SaSD
268,0.892454688926994,dense2,WTs_SVHN,SaSD
268,0.9706469525262431,dense3,WTs_SVHN,SaSD
269,0.6241875477973824,conv1,WTs_SVHN,SaSD
269,0.8482927457080169,conv2,WTs_SVHN,SaSD
269,0.9702707433797875,dense1,WTs_SVHN,SaSD
269,0.8934099314290549,dense2,WTs_SVHN,SaSD
269,0.9731166056166056,dense3,WTs_SVHN,SaSD
270,0.6070796633411524,conv1,WTs_SVHN,SaSD
270,0.843414593010261,conv2,WTs_SVHN,SaSD
270,0.9700961052229194,dense1,WTs_SVHN,SaSD
270,0.8931110452289631,dense2,WTs_SVHN,SaSD
270,0.9652447655865606,dense3,WTs_SVHN,SaSD
271,0.7155388983973543,conv1,mixed_SVHN,SaSD
271,0.8707037718342927,conv2,mixed_SVHN,SaSD
271,0.9705884921961974,dense1,mixed_SVHN,SaSD
271,0.8953528402423745,dense2,mixed_SVHN,SaSD
271,0.978834329935742,dense3,mixed_SVHN,SaSD
272,0.7156830000682797,conv1,mixed_SVHN,SaSD
272,0.8734758709116712,conv2,mixed_SVHN,SaSD
272,0.9707017343485742,dense1,mixed_SVHN,SaSD
272,0.8937662673998392,dense2,mixed_SVHN,SaSD
272,0.9810634434318646,dense3,mixed_SVHN,SaSD
273,0.7371139073344956,conv1,mixed_SVHN,SaSD
273,0.8722133240146198,conv2,mixed_SVHN,SaSD
273,0.9706331016065806,dense1,mixed_SVHN,SaSD
273,0.8969314522836831,dense2,mixed_SVHN,SaSD
273,0.975715737514518,dense3,mixed_SVHN,SaSD
274,0.7249307340674891,conv1,mixed_SVHN,SaSD
274,0.8721768943706717,conv2,mixed_SVHN,SaSD
274,0.970578991749715,dense1,mixed_SVHN,SaSD
274,0.8943436285651516,dense2,mixed_SVHN,SaSD
274,0.9856041915464729,dense3,mixed_SVHN,SaSD
275,0.7205344300817647,conv1,mixed_SVHN,SaSD
275,0.87276539779787,conv2,mixed_SVHN,SaSD
275,0.9706435943984064,dense1,mixed_SVHN,SaSD
275,0.89575265912349,dense2,mixed_SVHN,SaSD
275,0.9710332559927096,dense3,mixed_SVHN,SaSD
276,0.7109586802033107,conv1,mixed_SVHN,SaSD
276,0.8731352681258817,conv2,mixed_SVHN,SaSD
276,0.9706248426282267,dense1,mixed_SVHN,SaSD
276,0.8963215767811683,dense2,mixed_SVHN,SaSD
276,0.9862384823848238,dense3,mixed_SVHN,SaSD
277,0.7219711981049781,conv1,mixed_SVHN,SaSD
277,0.8717322931159137,conv2,mixed_SVHN,SaSD
277,0.9707350041190438,dense1,mixed_SVHN,SaSD
277,0.8956974918405917,dense2,mixed_SVHN,SaSD
277,0.9881131019036953,dense3,mixed_SVHN,SaSD
278,0.7318990064587976,conv1,mixed_SVHN,SaSD
278,0.8726293264838141,conv2,mixed_SVHN,SaSD
278,0.9705774918416081,dense1,mixed_SVHN,SaSD
278,0.8959161472133046,dense2,mixed_SVHN,SaSD
278,0.9716643956955829,dense3,mixed_SVHN,SaSD
279,0.7297870353706751,conv1,mixed_SVHN,SaSD
279,0.8736950750162165,conv2,mixed_SVHN,SaSD
279,0.9705830968613993,dense1,mixed_SVHN,SaSD
279,0.8934402527027356,dense2,mixed_SVHN,SaSD
279,0.9670467521930937,dense3,mixed_SVHN,SaSD
280,0.7156110521610957,conv1,mixed_SVHN,SaSD
280,0.8732922592999492,conv2,mixed_SVHN,SaSD
280,0.9706683308193,dense1,mixed_SVHN,SaSD
280,0.8949121060277596,dense2,mixed_SVHN,SaSD
280,0.9823037224867889,dense3,mixed_SVHN,SaSD
281,0.7185563346880588,conv1,mixed_SVHN,SaSD
281,0.8711097667826742,conv2,mixed_SVHN,SaSD
281,0.9707004406427746,dense1,mixed_SVHN,SaSD
281,0.8937012436315169,dense2,mixed_SVHN,SaSD
281,0.9765027236538865,dense3,mixed_SVHN,SaSD
282,0.719874654244212,conv1,mixed_SVHN,SaSD
282,0.8706993304745944,conv2,mixed_SVHN,SaSD
282,0.9705450769139656,dense1,mixed_SVHN,SaSD
