ID,Distance,Layer,Condition,Method
93,0.7681658647480849,conv2,mixed_CIFAR,NNSTD
93,0.9470240447321536,dense1,mixed_CIFAR,NNSTD
93,0.8500733907594648,dense2,mixed_CIFAR,NNSTD
93,0.945956234254888,dense3,mixed_CIFAR,NNSTD
94,0.5765908073238036,conv1,mixed_CIFAR,NNSTD
94,0.7704805668850031,conv2,mixed_CIFAR,NNSTD
94,0.9468522038239091,dense1,mixed_CIFAR,NNSTD
94,0.8488274655112615,dense2,mixed_CIFAR,NNSTD
94,0.9306904691383753,dense3,mixed_CIFAR,NNSTD
95,0.5707240793450401,conv1,mixed_CIFAR,NNSTD
95,0.768957105947391,conv2,mixed_CIFAR,NNSTD
95,0.9466751390657244,dense1,mixed_CIFAR,NNSTD
95,0.8501692565470562,dense2,mixed_CIFAR,NNSTD
95,0.9401146517296579,dense3,mixed_CIFAR,NNSTD
96,0.5738694002801249,conv1,mixed_CIFAR,NNSTD
96,0.7682844435038704,conv2,mixed_CIFAR,NNSTD
96,0.9472372680767389,dense1,mixed_CIFAR,NNSTD
96,0.8509588518193426,dense2,mixed_CIFAR,NNSTD
96,0.9396424624480495,dense3,mixed_CIFAR,NNSTD
97,0.5777984819000443,conv1,mixed_CIFAR,NNSTD
97,0.7698696600702997,conv2,mixed_CIFAR,NNSTD
97,0.9474358966086802,dense1,mixed_CIFAR,NNSTD
97,0.8516274770504113,dense2,mixed_CIFAR,NNSTD
97,0.9473416497460205,dense3,mixed_CIFAR,NNSTD
98,0.5679167480293399,conv1,mixed_CIFAR,NNSTD
98,0.7705491508449127,conv2,mixed_CIFAR,NNSTD
98,0.9472426364248038,dense1,mixed_CIFAR,NNSTD
98,0.8492542187052242,dense2,mixed_CIFAR,NNSTD
98,0.9653600711135555,dense3,mixed_CIFAR,NNSTD
99,0.5797176131160506,conv1,mixed_CIFAR,NNSTD
99,0.7694799094546311,conv2,mixed_CIFAR,NNSTD
99,0.9472813482759487,dense1,mixed_CIFAR,NNSTD
99,0.8486223530909488,dense2,mixed_CIFAR,NNSTD
99,0.9536955350846517,dense3,mixed_CIFAR,NNSTD
100,0.5672304691835941,conv1,mixed_CIFAR,NNSTD
100,0.7712906053167796,conv2,mixed_CIFAR,NNSTD
100,0.9474671684818178,dense1,mixed_CIFAR,NNSTD
100,0.8501893110889085,dense2,mixed_CIFAR,NNSTD
100,0.9649027796436795,dense3,mixed_CIFAR,NNSTD
101,0.5835546461139051,conv1,mixed_CIFAR,NNSTD
101,0.770688278019176,conv2,mixed_CIFAR,NNSTD
101,0.9473709902010082,dense1,mixed_CIFAR,NNSTD
101,0.8507396048639606,dense2,mixed_CIFAR,NNSTD
101,0.9560068676519882,dense3,mixed_CIFAR,NNSTD
102,0.5831123062819319,conv1,mixed_CIFAR,NNSTD
102,0.7691261944282067,conv2,mixed_CIFAR,NNSTD
102,0.9469394532784234,dense1,mixed_CIFAR,NNSTD
102,0.8477031405374671,dense2,mixed_CIFAR,NNSTD
102,0.9517091421047024,dense3,mixed_CIFAR,NNSTD
103,0.5853622850291049,conv1,mixed_CIFAR,NNSTD
103,0.7715066393799798,conv2,mixed_CIFAR,NNSTD
103,0.9469955527705369,dense1,mixed_CIFAR,NNSTD
103,0.8478313951057428,dense2,mixed_CIFAR,NNSTD
103,0.9500893495222839,dense3,mixed_CIFAR,NNSTD
104,0.5798829540557481,conv1,mixed_CIFAR,NNSTD
104,0.7675015764553069,conv2,mixed_CIFAR,NNSTD
104,0.9470412116337616,dense1,mixed_CIFAR,NNSTD
104,0.8489846344566478,dense2,mixed_CIFAR,NNSTD
104,0.9528085997446782,dense3,mixed_CIFAR,NNSTD
105,0.5849584827259944,conv1,mixed_CIFAR,NNSTD
105,0.7721321434916335,conv2,mixed_CIFAR,NNSTD
105,0.9474731864317743,dense1,mixed_CIFAR,NNSTD
105,0.8516805713994072,dense2,mixed_CIFAR,NNSTD
105,0.9501307918576435,dense3,mixed_CIFAR,NNSTD
106,0.5813443207629788,conv1,mixed_CIFAR,NNSTD
106,0.7690328450418094,conv2,mixed_CIFAR,NNSTD
106,0.9473319485022111,dense1,mixed_CIFAR,NNSTD
106,0.8508389570594297,dense2,mixed_CIFAR,NNSTD
106,0.961228419418565,dense3,mixed_CIFAR,NNSTD
107,0.5843978708179076,conv1,mixed_CIFAR,NNSTD
107,0.7721340921342236,conv2,mixed_CIFAR,NNSTD
107,0.947478235136012,dense1,mixed_CIFAR,NNSTD
107,0.8493770694596217,dense2,mixed_CIFAR,NNSTD
107,0.9601464688812712,dense3,mixed_CIFAR,NNSTD
108,0.5806342962592963,conv1,mixed_CIFAR,NNSTD
108,0.7680245209243417,conv2,mixed_CIFAR,NNSTD
108,0.9474302095158578,dense1,mixed_CIFAR,NNSTD
108,0.8493933641646485,dense2,mixed_CIFAR,NNSTD
108,0.9570163201023492,dense3,mixed_CIFAR,NNSTD
109,0.5650009407785628,conv1,mixed_CIFAR,NNSTD
109,0.7689429094692688,conv2,mixed_CIFAR,NNSTD
109,0.9474848969124862,dense1,mixed_CIFAR,NNSTD
109,0.8514103903184747,dense2,mixed_CIFAR,NNSTD
109,0.9536378916756074,dense3,mixed_CIFAR,NNSTD
110,0.5859792117604617,conv1,mixed_CIFAR,NNSTD
110,0.7707906167263434,conv2,mixed_CIFAR,NNSTD
110,0.9473958775447036,dense1,mixed_CIFAR,NNSTD
110,0.8480950581956694,dense2,mixed_CIFAR,NNSTD
110,0.9447215916042122,dense3,mixed_CIFAR,NNSTD
111,0.5835181719832454,conv1,mixed_CIFAR,NNSTD
111,0.7694667986964812,conv2,mixed_CIFAR,NNSTD
111,0.9474475588166507,dense1,mixed_CIFAR,NNSTD
111,0.8479135506548282,dense2,mixed_CIFAR,NNSTD
111,0.9474320937421087,dense3,mixed_CIFAR,NNSTD
112,0.5743447805258468,conv1,mixed_CIFAR,NNSTD
112,0.7680674286158545,conv2,mixed_CIFAR,NNSTD
112,0.9470253528532384,dense1,mixed_CIFAR,NNSTD
112,0.8488218245493229,dense2,mixed_CIFAR,NNSTD
112,0.9629342558661781,dense3,mixed_CIFAR,NNSTD
113,0.5723726577242202,conv1,mixed_CIFAR,NNSTD
113,0.7712673622125172,conv2,mixed_CIFAR,NNSTD
113,0.9472124665339261,dense1,mixed_CIFAR,NNSTD
113,0.8479745471180485,dense2,mixed_CIFAR,NNSTD
113,0.9573588846412345,dense3,mixed_CIFAR,NNSTD
114,0.5703333405769067,conv1,mixed_CIFAR,NNSTD
114,0.7687088720268593,conv2,mixed_CIFAR,NNSTD
114,0.9472383748023487,dense1,mixed_CIFAR,NNSTD
114,0.8488308221081265,dense2,mixed_CIFAR,NNSTD
114,0.9562041653952675,dense3,mixed_CIFAR,NNSTD
115,0.564584626464222,conv1,mixed_CIFAR,NNSTD
115,0.7713284742285873,conv2,mixed_CIFAR,NNSTD
115,0.9468843429711773,dense1,mixed_CIFAR,NNSTD
115,0.84974246033872,dense2,mixed_CIFAR,NNSTD
115,0.9557950990937527,dense3,mixed_CIFAR,NNSTD
116,0.574550392162984,conv1,mixed_CIFAR,NNSTD
116,0.7717903750117319,conv2,mixed_CIFAR,NNSTD
116,0.9469981688601586,dense1,mixed_CIFAR,NNSTD
116,0.8514174817627048,dense2,mixed_CIFAR,NNSTD
116,0.9668895798847036,dense3,mixed_CIFAR,NNSTD
117,0.5739131222127545,conv1,mixed_CIFAR,NNSTD
117,0.769688589666678,conv2,mixed_CIFAR,NNSTD
117,0.9468111736592217,dense1,mixed_CIFAR,NNSTD
117,0.8474132772049805,dense2,mixed_CIFAR,NNSTD
117,0.9450066323075351,dense3,mixed_CIFAR,NNSTD
118,0.5830656608103155,conv1,mixed_CIFAR,NNSTD
118,0.7699794979557184,conv2,mixed_CIFAR,NNSTD
118,0.947149946854025,dense1,mixed_CIFAR,NNSTD
118,0.8487136767020944,dense2,mixed_CIFAR,NNSTD
118,0.9478041973359689,dense3,mixed_CIFAR,NNSTD
119,0.5765057119147192,conv1,mixed_CIFAR,NNSTD
119,0.7691630073498226,conv2,mixed_CIFAR,NNSTD
119,0.9470771165858706,dense1,mixed_CIFAR,NNSTD
119,0.850198408113976,dense2,mixed_CIFAR,NNSTD
119,0.9537543017774324,dense3,mixed_CIFAR,NNSTD
120,0.5755146546162172,conv1,mixed_CIFAR,NNSTD
120,0.7695882923577864,conv2,mixed_CIFAR,NNSTD
120,0.9471195608880871,dense1,mixed_CIFAR,NNSTD
120,0.8498350950296849,dense2,mixed_CIFAR,NNSTD
120,0.9571348172086787,dense3,mixed_CIFAR,NNSTD
121,0.6925893515320034,conv1,WTs_CINIC,SaSD
121,0.86488554823579,conv2,WTs_CINIC,SaSD
121,0.9698762839315076,dense1,WTs_CINIC,SaSD
121,0.8911995907516983,dense2,WTs_CINIC,SaSD
121,0.9579269271185646,dense3,WTs_CINIC,SaSD
122,0.6806110887682578,conv1,WTs_CINIC,SaSD
122,0.8652047619378069,conv2,WTs_CINIC,SaSD
122,0.969538086777595,dense1,WTs_CINIC,SaSD
122,0.8927050078744085,dense2,WTs_CINIC,SaSD
122,0.9805199654329817,dense3,WTs_CINIC,SaSD
123,0.6750700547920216,conv1,WTs_CINIC,SaSD
123,0.8627394013226612,conv2,WTs_CINIC,SaSD
123,0.9701222963939923,dense1,WTs_CINIC,SaSD
123,0.8912549006836642,dense2,WTs_CINIC,SaSD
123,0.9746224115371487,dense3,WTs_CINIC,SaSD
124,0.6752272269871428,conv1,WTs_CINIC,SaSD
124,0.8641843558030583,conv2,WTs_CINIC,SaSD
124,0.9700725665357306,dense1,WTs_CINIC,SaSD
124,0.892427433915308,dense2,WTs_CINIC,SaSD
124,0.9604416517479653,dense3,WTs_CINIC,SaSD
125,0.686188815148882,conv1,WTs_CINIC,SaSD
125,0.8673569307609476,conv2,WTs_CINIC,SaSD
125,0.9699330914489319,dense1,WTs_CINIC,SaSD
125,0.8892109797805213,dense2,WTs_CINIC,SaSD
125,0.9679982867587619,dense3,WTs_CINIC,SaSD
126,0.683967880599246,conv1,WTs_CINIC,SaSD
126,0.8640301830182437,conv2,WTs_CINIC,SaSD
126,0.9700662288941968,dense1,WTs_CINIC,SaSD
126,0.8902484770159744,dense2,WTs_CINIC,SaSD
126,0.9542516713742849,dense3,WTs_CINIC,SaSD
127,0.6742750321884353,conv1,WTs_CINIC,SaSD
127,0.8644703414009898,conv2,WTs_CINIC,SaSD
127,0.9700354757033646,dense1,WTs_CINIC,SaSD
127,0.8913606495694473,dense2,WTs_CINIC,SaSD
127,0.9655621378986379,dense3,WTs_CINIC,SaSD
128,0.6622505036646146,conv1,WTs_CINIC,SaSD
128,0.8624440225639991,conv2,WTs_CINIC,SaSD
128,0.9698609038425658,dense1,WTs_CINIC,SaSD
128,0.8909662588327663,dense2,WTs_CINIC,SaSD
128,0.973921414184473,dense3,WTs_CINIC,SaSD
129,0.6555342256749959,conv1,WTs_CINIC,SaSD
129,0.8633135756167053,conv2,WTs_CINIC,SaSD
129,0.9701146389628698,dense1,WTs_CINIC,SaSD
129,0.8924733264755685,dense2,WTs_CINIC,SaSD
129,0.9540957876110829,dense3,WTs_CINIC,SaSD
130,0.6835098112671641,conv1,WTs_CINIC,SaSD
130,0.8643830423186324,conv2,WTs_CINIC,SaSD
130,0.970302196190319,dense1,WTs_CINIC,SaSD
130,0.8917539369021319,dense2,WTs_CINIC,SaSD
130,0.9802059800664452,dense3,WTs_CINIC,SaSD
131,0.6716014849631577,conv1,WTs_CINIC,SaSD
131,0.8629202361900858,conv2,WTs_CINIC,SaSD
131,0.9696624021090314,dense1,WTs_CINIC,SaSD
131,0.8921984859369279,dense2,WTs_CINIC,SaSD
131,0.9716278367342198,dense3,WTs_CINIC,SaSD
132,0.6817898867101896,conv1,WTs_CINIC,SaSD
132,0.8651976930208527,conv2,WTs_CINIC,SaSD
132,0.9699192647323002,dense1,WTs_CINIC,SaSD
132,0.8913988500993555,dense2,WTs_CINIC,SaSD
132,0.9711254013800643,dense3,WTs_CINIC,SaSD
133,0.6728816614537638,conv1,WTs_CINIC,SaSD
133,0.8648849911648973,conv2,WTs_CINIC,SaSD
133,0.9699261507504211,dense1,WTs_CINIC,SaSD
133,0.8920120683768888,dense2,WTs_CINIC,SaSD
133,0.967230284073149,dense3,WTs_CINIC,SaSD
134,0.6732913610404903,conv1,WTs_CINIC,SaSD
134,0.861921536025806,conv2,WTs_CINIC,SaSD
134,0.9703085879778635,dense1,WTs_CINIC,SaSD
134,0.8911089143938201,dense2,WTs_CINIC,SaSD
134,0.971906720320377,dense3,WTs_CINIC,SaSD
135,0.6953993540160819,conv1,WTs_CINIC,SaSD
135,0.866194531768804,conv2,WTs_CINIC,SaSD
135,0.9701963309073024,dense1,WTs_CINIC,SaSD
135,0.8917368631643445,dense2,WTs_CINIC,SaSD
135,0.9629467206143228,dense3,WTs_CINIC,SaSD
136,0.6648291417018439,conv1,WTs_CINIC,SaSD
136,0.8613791728961184,conv2,WTs_CINIC,SaSD
136,0.9702793874126026,dense1,WTs_CINIC,SaSD
136,0.8920254749782883,dense2,WTs_CINIC,SaSD
136,0.9604637276196509,dense3,WTs_CINIC,SaSD
137,0.6627738221101225,conv1,WTs_CINIC,SaSD
137,0.860957600907551,conv2,WTs_CINIC,SaSD
137,0.9697925086562336,dense1,WTs_CINIC,SaSD
137,0.8906964397944601,dense2,WTs_CINIC,SaSD
137,0.9601109917651269,dense3,WTs_CINIC,SaSD
138,0.6687990454758305,conv1,WTs_CINIC,SaSD
138,0.8643769292616261,conv2,WTs_CINIC,SaSD
138,0.9699525414964862,dense1,WTs_CINIC,SaSD
138,0.8900523601532715,dense2,WTs_CINIC,SaSD
138,0.9658678101178101,dense3,WTs_CINIC,SaSD
139,0.6791880224554858,conv1,WTs_CINIC,SaSD
139,0.864814862646894,conv2,WTs_CINIC,SaSD
139,0.9697710986870645,dense1,WTs_CINIC,SaSD
139,0.8933220645619384,dense2,WTs_CINIC,SaSD
139,0.9585346243653557,dense3,WTs_CINIC,SaSD
140,0.6726261750751399,conv1,WTs_CINIC,SaSD
140,0.8609007945767022,conv2,WTs_CINIC,SaSD
140,0.9698425505167643,dense1,WTs_CINIC,SaSD
140,0.8915677897281156,dense2,WTs_CINIC,SaSD
140,0.9632223102654587,dense3,WTs_CINIC,SaSD
141,0.6709584282085733,conv1,WTs_CINIC,SaSD
141,0.864897022961342,conv2,WTs_CINIC,SaSD
141,0.9697909766606025,dense1,WTs_CINIC,SaSD
141,0.890546670866716,dense2,WTs_CINIC,SaSD
141,0.9639923646780965,dense3,WTs_CINIC,SaSD
142,0.6846242800752524,conv1,WTs_CINIC,SaSD
142,0.8647859861353918,conv2,WTs_CINIC,SaSD
142,0.9701363720832099,dense1,WTs_CINIC,SaSD
142,0.8916501049076895,dense2,WTs_CINIC,SaSD
142,0.9590409572784939,dense3,WTs_CINIC,SaSD
143,0.6730285866551105,conv1,WTs_CINIC,SaSD
143,0.8617463513282022,conv2,WTs_CINIC,SaSD
143,0.9703573097400688,dense1,WTs_CINIC,SaSD
143,0.892146909559568,dense2,WTs_CINIC,SaSD
143,0.9596179275289897,dense3,WTs_CINIC,SaSD
144,0.6867522762271698,conv1,WTs_CINIC,SaSD
144,0.8632587176284332,conv2,WTs_CINIC,SaSD
144,0.9699606731621568,dense1,WTs_CINIC,SaSD
144,0.8929995396507914,dense2,WTs_CINIC,SaSD
144,0.9752963772839548,dense3,WTs_CINIC,SaSD
145,0.668316069143275,conv1,WTs_CINIC,SaSD
145,0.8652790681553169,conv2,WTs_CINIC,SaSD
145,0.9698645534849065,dense1,WTs_CINIC,SaSD
145,0.8919701622105655,dense2,WTs_CINIC,SaSD
145,0.9709021627298938,dense3,WTs_CINIC,SaSD
146,0.6667400751687468,conv1,WTs_CINIC,SaSD
146,0.8636612156739923,conv2,WTs_CINIC,SaSD
146,0.9700606787631207,dense1,WTs_CINIC,SaSD
146,0.8936525156981927,dense2,WTs_CINIC,SaSD
146,0.9753979070574814,dense3,WTs_CINIC,SaSD
147,0.6789492865719162,conv1,WTs_CINIC,SaSD
147,0.86271571740787,conv2,WTs_CINIC,SaSD
147,0.9698338544885057,dense1,WTs_CINIC,SaSD
147,0.8917353584830775,dense2,WTs_CINIC,SaSD
147,0.965720594365003,dense3,WTs_CINIC,SaSD
148,0.6760638845427449,conv1,WTs_CINIC,SaSD
148,0.8618802666916185,conv2,WTs_CINIC,SaSD
148,0.9697771389684801,dense1,WTs_CINIC,SaSD
148,0.89126126355159,dense2,WTs_CINIC,SaSD
148,0.9687336561750021,dense3,WTs_CINIC,SaSD
149,0.6877832862092972,conv1,WTs_CINIC,SaSD
149,0.8678495803674695,conv2,WTs_CINIC,SaSD
149,0.9700791432644065,dense1,WTs_CINIC,SaSD
149,0.8915726862235822,dense2,WTs_CINIC,SaSD
149,0.9584427842169779,dense3,WTs_CINIC,SaSD
150,0.6670842794668921,conv1,WTs_CINIC,SaSD
150,0.865091426276617,conv2,WTs_CINIC,SaSD
150,0.9699441937718779,dense1,WTs_CINIC,SaSD
150,0.8916426894667653,dense2,WTs_CINIC,SaSD
150,0.9856515224896834,dense3,WTs_CINIC,SaSD
151,0.7029878962438705,conv1,mixed_CINIC,SaSD
151,0.8710414094615101,conv2,mixed_CINIC,SaSD
151,0.9715489989201396,dense1,mixed_CINIC,SaSD
151,0.8936849744267634,dense2,mixed_CINIC,SaSD
151,0.9796643565945891,dense3,mixed_CINIC,SaSD
152,0.7028666611623027,conv1,mixed_CINIC,SaSD
152,0.8690067761307687,conv2,mixed_CINIC,SaSD
152,0.9717916013948904,dense1,mixed_CINIC,SaSD
152,0.8942435419773638,dense2,mixed_CINIC,SaSD
152,0.9880898360478622,dense3,mixed_CINIC,SaSD
153,0.7141137189505755,conv1,mixed_CINIC,SaSD
153,0.8728069149588824,conv2,mixed_CINIC,SaSD
153,0.9717301835328438,dense1,mixed_CINIC,SaSD
153,0.895368561511648,dense2,mixed_CINIC,SaSD
153,0.9791750049188656,dense3,mixed_CINIC,SaSD
154,0.717346954999335,conv1,mixed_CINIC,SaSD
154,0.8715015392524954,conv2,mixed_CINIC,SaSD
154,0.9718259341006024,dense1,mixed_CINIC,SaSD
154,0.8946819200182722,dense2,mixed_CINIC,SaSD
154,0.973960288075916,dense3,mixed_CINIC,SaSD
155,0.7070096319068359,conv1,mixed_CINIC,SaSD
155,0.8698515889381546,conv2,mixed_CINIC,SaSD
155,0.972331029838378,dense1,mixed_CINIC,SaSD
155,0.8978831040467482,dense2,mixed_CINIC,SaSD
155,0.9721796271017077,dense3,mixed_CINIC,SaSD
156,0.7141269758578195,conv1,mixed_CINIC,SaSD
156,0.8728783572729875,conv2,mixed_CINIC,SaSD
156,0.9721828428807533,dense1,mixed_CINIC,SaSD
156,0.8953094264034345,dense2,mixed_CINIC,SaSD
156,0.982093003396195,dense3,mixed_CINIC,SaSD
157,0.70775326720869,conv1,mixed_CINIC,SaSD
157,0.8729514145512404,conv2,mixed_CINIC,SaSD
157,0.9722773264763689,dense1,mixed_CINIC,SaSD
157,0.8953770522690429,dense2,mixed_CINIC,SaSD
157,0.9776977271019416,dense3,mixed_CINIC,SaSD
158,0.7137260568217902,conv1,mixed_CINIC,SaSD
158,0.87073417684179,conv2,mixed_CINIC,SaSD
158,0.9714112810430593,dense1,mixed_CINIC,SaSD
158,0.896515885661195,dense2,mixed_CINIC,SaSD
158,0.9911724073028421,dense3,mixed_CINIC,SaSD
159,0.70589471842979,conv1,mixed_CINIC,SaSD
159,0.8722810426838177,conv2,mixed_CINIC,SaSD
159,0.9713362472756106,dense1,mixed_CINIC,SaSD
159,0.8959658994776014,dense2,mixed_CINIC,SaSD
159,0.972052640192584,dense3,mixed_CINIC,SaSD
160,0.7208030475179276,conv1,mixed_CINIC,SaSD
160,0.870315385034622,conv2,mixed_CINIC,SaSD
160,0.9714195471617507,dense1,mixed_CINIC,SaSD
160,0.8952714621238168,dense2,mixed_CINIC,SaSD
160,0.9782907692210017,dense3,mixed_CINIC,SaSD
161,0.7135598240607433,conv1,mixed_CINIC,SaSD
161,0.8716436796302328,conv2,mixed_CINIC,SaSD
161,0.9720597877660604,dense1,mixed_CINIC,SaSD
161,0.8970391495534356,dense2,mixed_CINIC,SaSD
161,0.9768187756625608,dense3,mixed_CINIC,SaSD
162,0.7049924595420919,conv1,mixed_CINIC,SaSD
162,0.8708148143935412,conv2,mixed_CINIC,SaSD
162,0.971310791623951,dense1,mixed_CINIC,SaSD
162,0.8954333012074982,dense2,mixed_CINIC,SaSD
162,0.9890415762264502,dense3,mixed_CINIC,SaSD
163,0.7112974390832121,conv1,mixed_CINIC,SaSD
163,0.8706445063895205,conv2,mixed_CINIC,SaSD
163,0.9713313376726647,dense1,mixed_CINIC,SaSD
163,0.8967557235297992,dense2,mixed_CINIC,SaSD
163,0.9743772650542907,dense3,mixed_CINIC,SaSD
164,0.7230331279165452,conv1,mixed_CINIC,SaSD
164,0.8717182941989834,conv2,mixed_CINIC,SaSD
164,0.9713850691668804,dense1,mixed_CINIC,SaSD
164,0.8933130584185043,dense2,mixed_CINIC,SaSD
164,0.9825958640132504,dense3,mixed_CINIC,SaSD
165,0.7111197804442291,conv1,mixed_CINIC,SaSD
165,0.8715166754524066,conv2,mixed_CINIC,SaSD
165,0.9716858166879415,dense1,mixed_CINIC,SaSD
165,0.8960737659850533,dense2,mixed_CINIC,SaSD
165,0.9766164826073824,dense3,mixed_CINIC,SaSD
166,0.7103621319958636,conv1,mixed_CINIC,SaSD
166,0.8686719705786462,conv2,mixed_CINIC,SaSD
166,0.9715535422947514,dense1,mixed_CINIC,SaSD
166,0.8938767021143804,dense2,mixed_CINIC,SaSD
166,0.9858611976558732,dense3,mixed_CINIC,SaSD
167,0.6991624414859952,conv1,mixed_CINIC,SaSD
167,0.8706884112525108,conv2,mixed_CINIC,SaSD
167,0.9715074218739517,dense1,mixed_CINIC,SaSD
167,0.8956608795466012,dense2,mixed_CINIC,SaSD
167,0.9751603384818754,dense3,mixed_CINIC,SaSD
168,0.694635952793122,conv1,mixed_CINIC,SaSD
168,0.8702133669008791,conv2,mixed_CINIC,SaSD
168,0.9714910058155346,dense1,mixed_CINIC,SaSD
168,0.8968129241187424,dense2,mixed_CINIC,SaSD
168,0.9736348438804165,dense3,mixed_CINIC,SaSD
169,0.70789464099497,conv1,mixed_CINIC,SaSD
169,0.8709563806739731,conv2,mixed_CINIC,SaSD
169,0.9715231717412705,dense1,mixed_CINIC,SaSD
169,0.8956595710516388,dense2,mixed_CINIC,SaSD
169,0.9801874666137562,dense3,mixed_CINIC,SaSD
170,0.7065512670781876,conv1,mixed_CINIC,SaSD
170,0.872926573717144,conv2,mixed_CINIC,SaSD
170,0.9715609468219379,dense1,mixed_CINIC,SaSD
170,0.8964051810928602,dense2,mixed_CINIC,SaSD
170,0.9836127261087834,dense3,mixed_CINIC,SaSD
171,0.7118558107994302,conv1,mixed_CINIC,SaSD
171,0.871629499122236,conv2,mixed_CINIC,SaSD
171,0.9714545905696932,dense1,mixed_CINIC,SaSD
171,0.8950591116529188,dense2,mixed_CINIC,SaSD
171,0.9779327845284062,dense3,mixed_CINIC,SaSD
172,0.7041909537803743,conv1,mixed_CINIC,SaSD
172,0.8728292307085463,conv2,mixed_CINIC,SaSD
172,0.9714401342844636,dense1,mixed_CINIC,SaSD
172,0.8965575525359051,dense2,mixed_CINIC,SaSD
172,0.9714021411513812,dense3,mixed_CINIC,SaSD
173,0.7114085873277051,conv1,mixed_CINIC,SaSD
173,0.873510178618422,conv2,mixed_CINIC,SaSD
173,0.9714599604256982,dense1,mixed_CINIC,SaSD
173,0.8955107986114837,dense2,mixed_CINIC,SaSD
173,0.9797983430853655,dense3,mixed_CINIC,SaSD
174,0.7137084920288046,conv1,mixed_CINIC,SaSD
174,0.8718496193171806,conv2,mixed_CINIC,SaSD
174,0.9714719953473481,dense1,mixed_CINIC,SaSD
174,0.8949734175967873,dense2,mixed_CINIC,SaSD
174,0.970396445988294,dense3,mixed_CINIC,SaSD
175,0.7065903935165496,conv1,mixed_CINIC,SaSD
175,0.8713558905050933,conv2,mixed_CINIC,SaSD
175,0.9714430900145836,dense1,mixed_CINIC,SaSD
175,0.8945346472894884,dense2,mixed_CINIC,SaSD
175,0.972897355893745,dense3,mixed_CINIC,SaSD
176,0.7133586195795949,conv1,mixed_CINIC,SaSD
176,0.8716488083067346,conv2,mixed_CINIC,SaSD
176,0.9713217431416261,dense1,mixed_CINIC,SaSD
176,0.8956297713519092,dense2,mixed_CINIC,SaSD
176,0.9784588141083457,dense3,mixed_CINIC,SaSD
177,0.7252098697870757,conv1,mixed_CINIC,SaSD
177,0.870490041094191,conv2,mixed_CINIC,SaSD
177,0.9712975827634471,dense1,mixed_CINIC,SaSD
177,0.8960397543395566,dense2,mixed_CINIC,SaSD
177,0.97148406458965475,dense3,mixed_CINIC,SaSD
178,0.7147599770531756,conv1,mixed_CINIC,SaSD
178,0.8715824928596427,conv2,mixed_CINIC,SaSD
178,0.9719623322310825,dense1,mixed_CINIC,SaSD
178,0.8944350493379782,dense2,mixed_CINIC,SaSD
178,0.9663689366962209,dense3,mixed_CINIC,SaSD
179,0.7123389778865785,conv1,mixed_CINIC,SaSD
179,0.8704334984974905,conv2,mixed_CINIC,SaSD
179,0.971842994716952,dense1,mixed_CINIC,SaSD
179,0.896280453705629,dense2,mixed_CINIC,SaSD
179,0.9759586448150278,dense3,mixed_CINIC,SaSD
180,0.709076951385388,conv1,mixed_CINIC,SaSD
180,0.8703410024272571,conv2,mixed_CINIC,SaSD
180,0.9719039263572137,dense1,mixed_CINIC,SaSD
180,0.8964473686679963,dense2,mixed_CINIC,SaSD
180,0.9765470881775229,dense3,mixed_CINIC,SaSD
181,0.5739059015943206,conv1,WTs_CINIC,NNSTD
181,0.7702499219406186,conv2,WTs_CINIC,NNSTD
181,0.9454258136701184,dense1,WTs_CINIC,NNSTD
181,0.8467995984040873,dense2,WTs_CINIC,NNSTD
181,0.9318906832605112,dense3,WTs_CINIC,NNSTD
182,0.5723175249484992,conv1,WTs_CINIC,NNSTD
182,0.7693803623163222,conv2,WTs_CINIC,NNSTD
182,0.9449200478964597,dense1,WTs_CINIC,NNSTD
182,0.848178295936497,dense2,WTs_CINIC,NNSTD
182,0.9393908844507923,dense3,WTs_CINIC,NNSTD
183,0.5754683824651656,conv1,WTs_CINIC,NNSTD
183,0.7694246357514349,conv2,WTs_CINIC,NNSTD
183,0.9454833171956535,dense1,WTs_CINIC,NNSTD
183,0.8469703559839388,dense2,WTs_CINIC,NNSTD
183,0.9491998297849362,dense3,WTs_CINIC,NNSTD
184,0.5575090631386588,conv1,WTs_CINIC,NNSTD
184,0.769923986843448,conv2,WTs_CINIC,NNSTD
184,0.9452486172966581,dense1,WTs_CINIC,NNSTD
184,0.8488620502675995,dense2,WTs_CINIC,NNSTD
184,0.9567576149165614,dense3,WTs_CINIC,NNSTD
185,0.5775957995742003,conv1,WTs_CINIC,NNSTD
185,0.7707302556248558,conv2,WTs_CINIC,NNSTD
185,0.9454835924177553,dense1,WTs_CINIC,NNSTD
185,0.8482974034150883,dense2,WTs_CINIC,NNSTD
185,0.9614518477200209,dense3,WTs_CINIC,NNSTD
186,0.5755410439233969,conv1,WTs_CINIC,NNSTD
186,0.7704284541023859,conv2,WTs_CINIC,NNSTD
186,0.9451725523199013,dense1,WTs_CINIC,NNSTD
186,0.8458366067392258,dense2,WTs_CINIC,NNSTD
186,0.9555203956275384,dense3,WTs_CINIC,NNSTD
187,0.5678341405514635,conv1,WTs_CINIC,NNSTD
187,0.7687988201282782,conv2,WTs_CINIC,NNSTD
187,0.9452451408985644,dense1,WTs_CINIC,NNSTD
187,0.8466066450636063,dense2,WTs_CINIC,NNSTD
