7.184425212488535495e-01,8.699056615817593041e-01,9.709362255797986396e-01,8.963136270176816911e-01,9.853163569709604275e-01
7.143918326363178917e-01,8.714813444594272651e-01,9.710851217297938875e-01,8.961481793768848458e-01,9.693039372738621040e-01
7.145819624105469448e-01,8.708486762988054686e-01,9.710141789382273902e-01,8.936612054168849850e-01,9.725785008771545836e-01
7.007658650581445325e-01,8.715053718465042287e-01,9.710837214144770746e-01,8.945959645716713426e-01,9.813900255808556405e-01
7.090477864042348255e-01,8.704315635521027161e-01,9.709798665905835513e-01,8.965946604828920474e-01,9.717049591994966207e-01
7.094595567052272012e-01,8.694207104092464000e-01,9.711215043533789615e-01,8.947039939853245194e-01,9.711646652763024079e-01
7.082070944003751034e-01,8.708781921744129795e-01,9.709569114096402442e-01,8.955194203120500074e-01,9.954913880445795948e-01
7.143294703152240910e-01,8.694550075950557844e-01,9.710627740903243765e-01,8.957639630086609017e-01,9.713236802965539152e-01
7.166567253454105835e-01,8.711025767066835623e-01,9.710891575574682744e-01,8.938566421299525278e-01,9.701454773296880330e-01
7.080289506191692617e-01,8.707005173516645380e-01,9.711701476066882943e-01,8.953256040174790709e-01,9.655385556239515221e-01
7.178645165088179958e-01,8.708503780487870660e-01,9.711799448528583012e-01,8.948287707474262831e-01,9.800916207444074768e-01
7.128464621571239945e-01,8.719029562371078956e-01,9.712184838701577450e-01,8.968496337825471176e-01,9.808286502688764452e-01
7.001561271304159728e-01,8.713421131631666761e-01,9.712439501015673882e-01,8.950177705617050616e-01,9.834080035847264645e-01
7.024586171536152390e-01,8.717282800004386711e-01,9.712487855833940031e-01,8.956661915456164413e-01,9.922978177150192369e-01
7.155946471318714863e-01,8.704073371169533946e-01,9.712908012564722693e-01,8.942607223066929567e-01,9.839857168003621757e-01
7.130240537959128266e-01,8.708148202225352019e-01,9.712409450750829620e-01,8.952218677733128072e-01,9.817843137254900210e-01
7.157217616431771345e-01,8.696647875431748886e-01,9.713126866933008419e-01,8.944884036825637708e-01,9.803413961022655609e-01
7.039358742151167192e-01,8.702619710453334267e-01,9.710289397350625462e-01,8.958505815995596588e-01,9.828212660821357138e-01
7.200175874929164443e-01,8.721278178157175764e-01,9.711454913007014911e-01,8.963789164374356133e-01,9.838731928043260577e-01
6.983798374774090600e-01,8.710761695076180144e-01,9.711812440958191850e-01,8.963799577918994954e-01,9.676740737798968928e-01
7.062396549528902057e-01,8.699229261898195897e-01,9.709690624895883637e-01,8.933573193440308424e-01,9.735813734695278887e-01
7.105833209403256134e-01,8.716707385272145503e-01,9.709303150787165215e-01,8.959332198579157414e-01,9.725071028262517459e-01
6.975914424359179744e-01,8.704670415357786961e-01,9.709376329164143282e-01,8.956031764584773125e-01,9.786976473818580491e-01
6.939423194248561799e-01,8.697146075145308908e-01,9.711032935525266696e-01,8.950633879153211403e-01,9.934360410830999077e-01
6.951148358891925394e-01,8.716364310940480919e-01,9.709955857878522778e-01,8.945901228062196342e-01,9.757238170455690973e-01
7.196029746665872917e-01,8.700129443424795550e-01,9.709987542635571955e-01,8.936496686178244664e-01,9.696999146084752663e-01
7.010520984326131799e-01,8.713989799709271900e-01,9.708897321693930049e-01,8.960804233357880788e-01,9.827434926651053004e-01
7.119666030402775903e-01,8.695224281141979983e-01,9.711291008238067679e-01,8.965376189257762141e-01,9.777509111298010591e-01
7.078989272681223133e-01,8.710400935104538611e-01,9.709663624308941809e-01,8.961581379470957565e-01,9.666445809092868435e-01
7.221146105222391309e-01,8.699904324874423445e-01,9.710283539606052727e-01,8.962198762498085891e-01,9.800216635582790214e-01
