5.826909751620713562e-01,7.692868292728858304e-01,9.449319586036233343e-01,8.464906620923209335e-01,9.650680159223835597e-01
5.739691838599781937e-01,7.708085905682564576e-01,9.456827549075492723e-01,8.470869182764682037e-01,9.586748016052176746e-01
5.872554431480756509e-01,7.689834499213459296e-01,9.454179446247099605e-01,8.464432474433734033e-01,9.516174596383702999e-01
5.684666385493590823e-01,7.695313878282437070e-01,9.454416456840907257e-01,8.469366150767506651e-01,9.310754886688179521e-01
5.669060833468002603e-01,7.688156229931820684e-01,9.454854266121421880e-01,8.501357167337209031e-01,9.402917576155547241e-01
5.808443229054442991e-01,7.719941699463643836e-01,9.457268241925591568e-01,8.474396916235290567e-01,9.494873151100009512e-01
5.630244028336859330e-01,7.679376414015002261e-01,9.455108206013229655e-01,8.471742913595232682e-01,9.584537086826534491e-01
5.693193360781161338e-01,7.684044337425874893e-01,9.456071395563784288e-01,8.463267208820000054e-01,9.569247759489700744e-01
5.778549519715105998e-01,7.718691716865937469e-01,9.451003130550552633e-01,8.449691987477011557e-01,9.420405092936559033e-01
5.781092235481022357e-01,7.703067797013289919e-01,9.454298956073848847e-01,8.477702615506376160e-01,9.342112082329474543e-01
5.762575263627411903e-01,7.698504991206088777e-01,9.456768018072072568e-01,8.461013689982597175e-01,9.365685427111640760e-01
5.795383415201283972e-01,7.710837680034116071e-01,9.451195145518245244e-01,8.468866760292044216e-01,9.617276282513051999e-01
5.705479337886700808e-01,7.689594477696621855e-01,9.451338213425949375e-01,8.480024062110279592e-01,9.497779943378612533e-01
5.752201429488339457e-01,7.694325904769340196e-01,9.455322166309638732e-01,8.467052618243998685e-01,9.636508222236692678e-01
5.732493277759822536e-01,7.669666721762653516e-01,9.452433401800341972e-01,8.498158328199860723e-01,9.424430121381156544e-01
5.664037644851063202e-01,7.711863601452451089e-01,9.452862162370274657e-01,8.478992199800391427e-01,9.527761931594683764e-01
5.753155162851854021e-01,7.711374763096696672e-01,9.456052216706080094e-01,8.475296828316480902e-01,9.565982357151041615e-01
5.822233883355205641e-01,7.696623888536868741e-01,9.455662460569846939e-01,8.485452145351236597e-01,9.454122099779646016e-01
5.772992764593722903e-01,7.705289098059349140e-01,9.456352669152653379e-01,8.477986456306362273e-01,9.457908158084036288e-01
5.532925775742145724e-01,7.694900006703788709e-01,9.453047154776013095e-01,8.478859713106616791e-01,9.591330103915917116e-01
5.687974800397400665e-01,7.701272237387200015e-01,9.455045911888557697e-01,8.482589001581486432e-01,9.328884999779780696e-01
5.896352396582176247e-01,7.685888675671024295e-01,9.450214715745091087e-01,8.489276173254228786e-01,9.476716347734116530e-01
5.722009051615524200e-01,7.705096462060615492e-01,9.453247328070442101e-01,8.485025298816436523e-01,9.653271015076754225e-01
5.760832167354275057e-01,7.681259677638999639e-01,9.457078289298287421e-01,8.468775141785371829e-01,9.499598322980604692e-01
5.744583630727932988e-01,7.686482663129288184e-01,9.451100389577158367e-01,8.487714630216958156e-01,9.396341616016664622e-01
5.701751327313682172e-01,7.700420916017889361e-01,9.457723690196124799e-01,8.471262478668981633e-01,9.605296046759462802e-01
5.846597183453801083e-01,7.702731287204922506e-01,9.454571308493102677e-01,8.484512587275458984e-01,9.423391909348513007e-01
5.677254961776820874e-01,7.709372395233446973e-01,9.458903601131063432e-01,8.489959792204950784e-01,9.472670672084133603e-01
5.887091354396163378e-01,7.681098065454072810e-01,9.454247071641319611e-01,8.474745330616354488e-01,9.449408226212387962e-01
5.729322033664864255e-01,7.688894338170154663e-01,9.455222810890996366e-01,8.493593824801013437e-01,9.337382044749699128e-01
