ID,Distance,Layer,Type,Method
121,0.5592054213147962,conv1,random,NNSTD
121,0.7710876780093642,conv2,random,NNSTD
121,0.944247554892967,dense1,random,NNSTD
121,0.846572111033318,dense2,random,NNSTD
121,0.9522506363997774,dense3,random,NNSTD
122,0.5696558284551705,conv1,random,NNSTD
122,0.7687857943886309,conv2,random,NNSTD
122,0.9444514924611621,dense1,random,NNSTD
122,0.8468356603043473,dense2,random,NNSTD
122,0.9628253693014889,dense3,random,NNSTD
123,0.5787028076090576,conv1,random,NNSTD
123,0.7685037892634698,conv2,random,NNSTD
123,0.9441783077822187,dense1,random,NNSTD
123,0.8461909060898833,dense2,random,NNSTD
123,0.9553077094540509,dense3,random,NNSTD
124,0.5666487211028135,conv1,random,NNSTD
124,0.7677237670860471,conv2,random,NNSTD
124,0.9441816028014909,dense1,random,NNSTD
124,0.8459771471076627,dense2,random,NNSTD
124,0.955228461833111,dense3,random,NNSTD
125,0.5531004190356212,conv1,random,NNSTD
125,0.7674104596116051,conv2,random,NNSTD
125,0.9442460091345595,dense1,random,NNSTD
125,0.8461322650912165,dense2,random,NNSTD
125,0.9563930930394345,dense3,random,NNSTD
126,0.5552795282230025,conv1,random,NNSTD
126,0.7679596424408369,conv2,random,NNSTD
126,0.9441799425703852,dense1,random,NNSTD
126,0.8490214565969065,dense2,random,NNSTD
126,0.9552190193360289,dense3,random,NNSTD
127,0.5705463858037387,conv1,random,NNSTD
127,0.7691252533491162,conv2,random,NNSTD
127,0.9444190821674459,dense1,random,NNSTD
127,0.8476865358896128,dense2,random,NNSTD
127,0.9595226478057537,dense3,random,NNSTD
128,0.5837891759996539,conv1,random,NNSTD
128,0.7683788226451097,conv2,random,NNSTD
128,0.9443338990397139,dense1,random,NNSTD
128,0.8469648710791042,dense2,random,NNSTD
128,0.9507389247948899,dense3,random,NNSTD
129,0.574380175839275,conv1,random,NNSTD
129,0.7686847420839559,conv2,random,NNSTD
129,0.9443680186010105,dense1,random,NNSTD
129,0.8463516888170326,dense2,random,NNSTD
129,0.9534372831736289,dense3,random,NNSTD
130,0.57387722188963,conv1,random,NNSTD
130,0.769260348050925,conv2,random,NNSTD
130,0.9443518935922026,dense1,random,NNSTD
130,0.8494924737220212,dense2,random,NNSTD
130,0.9617642439604841,dense3,random,NNSTD
131,0.5722800624110367,conv1,random,NNSTD
131,0.7669148245816555,conv2,random,NNSTD
131,0.9443560516541067,dense1,random,NNSTD
131,0.8490805145991287,dense2,random,NNSTD
131,0.9513480018220131,dense3,random,NNSTD
132,0.5821997663794538,conv1,random,NNSTD
132,0.7686350964043529,conv2,random,NNSTD
132,0.9441493084830892,dense1,random,NNSTD
132,0.8478130055947415,dense2,random,NNSTD
132,0.9486318621033671,dense3,random,NNSTD
133,0.5665874107510137,conv1,random,NNSTD
133,0.7698537954771164,conv2,random,NNSTD
133,0.9442293170709836,dense1,random,NNSTD
133,0.8485046152744861,dense2,random,NNSTD
133,0.9558080012559366,dense3,random,NNSTD
134,0.5809236974218591,conv1,random,NNSTD
134,0.7687432425564036,conv2,random,NNSTD
134,0.9444608724620931,dense1,random,NNSTD
134,0.8465967682369673,dense2,random,NNSTD
134,0.9651007056594398,dense3,random,NNSTD
135,0.567540466069878,conv1,random,NNSTD
135,0.7665993661482132,conv2,random,NNSTD
135,0.9444073895319547,dense1,random,NNSTD
135,0.8485427195173573,dense2,random,NNSTD
135,0.9597026410255433,dense3,random,NNSTD
136,0.5736514863812658,conv1,random,NNSTD
136,0.7672943978183178,conv2,random,NNSTD
136,0.9443060110699824,dense1,random,NNSTD
136,0.8448256743758384,dense2,random,NNSTD
136,0.962954239325615,dense3,random,NNSTD
137,0.5799664528180153,conv1,random,NNSTD
137,0.7675661183628752,conv2,random,NNSTD
137,0.9441666897236951,dense1,random,NNSTD
137,0.8462170852657953,dense2,random,NNSTD
137,0.9697735404287039,dense3,random,NNSTD
138,0.5774564156227758,conv1,random,NNSTD
138,0.7678931416662795,conv2,random,NNSTD
138,0.9441420301882466,dense1,random,NNSTD
138,0.848686170655218,dense2,random,NNSTD
138,0.9542267048855196,dense3,random,NNSTD
139,0.5767000862806784,conv1,random,NNSTD
139,0.7686226548308488,conv2,random,NNSTD
139,0.9444436285350131,dense1,random,NNSTD
139,0.8476801083899976,dense2,random,NNSTD
139,0.9637768764439665,dense3,random,NNSTD
140,0.5678056101884228,conv1,random,NNSTD
140,0.7683998929924488,conv2,random,NNSTD
140,0.9443101473985915,dense1,random,NNSTD
140,0.8472918390074906,dense2,random,NNSTD
140,0.9350851646047484,dense3,random,NNSTD
141,0.5759617986180485,conv1,random,NNSTD
141,0.7700039372305594,conv2,random,NNSTD
141,0.9442964019978217,dense1,random,NNSTD
141,0.8481887866635165,dense2,random,NNSTD
141,0.9588550220013634,dense3,random,NNSTD
142,0.5768421899281275,conv1,random,NNSTD
142,0.7702478610530337,conv2,random,NNSTD
142,0.9442910917554898,dense1,random,NNSTD
142,0.8488173690847729,dense2,random,NNSTD
142,0.9555769890014656,dense3,random,NNSTD
143,0.5649325781448944,conv1,random,NNSTD
143,0.7702798088061271,conv2,random,NNSTD
143,0.9443096226891733,dense1,random,NNSTD
143,0.8475261244953755,dense2,random,NNSTD
143,0.9605544772796092,dense3,random,NNSTD
144,0.5614594823579198,conv1,random,NNSTD
144,0.7676250225363583,conv2,random,NNSTD
144,0.9443866206563212,dense1,random,NNSTD
144,0.8463800017851982,dense2,random,NNSTD
144,0.978031042128603,dense3,random,NNSTD
145,0.5723290164696415,conv1,random,NNSTD
145,0.7694228281072937,conv2,random,NNSTD
145,0.9441851668265484,dense1,random,NNSTD
145,0.8456798965303398,dense2,random,NNSTD
145,0.9449022464423257,dense3,random,NNSTD
146,0.5771057845851044,conv1,random,NNSTD
146,0.7679353502004367,conv2,random,NNSTD
146,0.9441851755497209,dense1,random,NNSTD
146,0.8463983973778256,dense2,random,NNSTD
146,0.9686769632532833,dense3,random,NNSTD
147,0.5851986631628175,conv1,random,NNSTD
147,0.7698810774908937,conv2,random,NNSTD
147,0.9442416399823739,dense1,random,NNSTD
147,0.8479601482496952,dense2,random,NNSTD
147,0.9623687866684358,dense3,random,NNSTD
148,0.5794939116745184,conv1,random,NNSTD
148,0.767430607583627,conv2,random,NNSTD
148,0.9440773298431732,dense1,random,NNSTD
148,0.8481684786464083,dense2,random,NNSTD
148,0.9501326100421407,dense3,random,NNSTD
149,0.5684309231414011,conv1,random,NNSTD
149,0.7684222189091775,conv2,random,NNSTD
149,0.9443029728485468,dense1,random,NNSTD
149,0.8453907403345755,dense2,random,NNSTD
149,0.9534679976143391,dense3,random,NNSTD
150,0.5745670752697165,conv1,random,NNSTD
150,0.7696666567224557,conv2,random,NNSTD
150,0.9442268530522193,dense1,random,NNSTD
150,0.8466653871590573,dense2,random,NNSTD
150,0.9552833290740267,dense3,random,NNSTD
151,0.5709007815933851,conv1,mixed,NNSTD
151,0.770785421831961,conv2,mixed,NNSTD
151,0.948144476986682,dense1,mixed,NNSTD
151,0.8488841032294405,dense2,mixed,NNSTD
151,0.9593965767040812,dense3,mixed,NNSTD
152,0.5750056864601901,conv1,mixed,NNSTD
152,0.7689100661154155,conv2,mixed,NNSTD
152,0.948511531153058,dense1,mixed,NNSTD
152,0.8482679590624517,dense2,mixed,NNSTD
152,0.9532593036527077,dense3,mixed,NNSTD
153,0.5768831645784771,conv1,mixed,NNSTD
153,0.7704793867676927,conv2,mixed,NNSTD
153,0.9486513227879375,dense1,mixed,NNSTD
153,0.8502990382041322,dense2,mixed,NNSTD
153,0.9442763489474016,dense3,mixed,NNSTD
154,0.5678077411763074,conv1,mixed,NNSTD
154,0.7701786216781479,conv2,mixed,NNSTD
154,0.9490898501394012,dense1,mixed,NNSTD
154,0.8504328433713059,dense2,mixed,NNSTD
154,0.9610830069079199,dense3,mixed,NNSTD
155,0.5683413068753143,conv1,mixed,NNSTD
155,0.7696071898720043,conv2,mixed,NNSTD
155,0.9491384578391031,dense1,mixed,NNSTD
155,0.8502347842919635,dense2,mixed,NNSTD
155,0.9519084059652009,dense3,mixed,NNSTD
156,0.5702850858399426,conv1,mixed,NNSTD
156,0.7690943327010259,conv2,mixed,NNSTD
156,0.9477748745711696,dense1,mixed,NNSTD
156,0.8499633068393412,dense2,mixed,NNSTD
156,0.9698475108046146,dense3,mixed,NNSTD
157,0.5712392846124463,conv1,mixed,NNSTD
157,0.7681889800405675,conv2,mixed,NNSTD
157,0.9490026874701574,dense1,mixed,NNSTD
157,0.8527311000829896,dense2,mixed,NNSTD
157,0.9542960220867197,dense3,mixed,NNSTD
158,0.5739924554504663,conv1,mixed,NNSTD
158,0.7691406827032389,conv2,mixed,NNSTD
158,0.9490766870356633,dense1,mixed,NNSTD
158,0.8504996739941939,dense2,mixed,NNSTD
158,0.9469052010144876,dense3,mixed,NNSTD
159,0.5802414930861621,conv1,mixed,NNSTD
159,0.7701758874429296,conv2,mixed,NNSTD
159,0.9490625883179695,dense1,mixed,NNSTD
159,0.8529793153040123,dense2,mixed,NNSTD
159,0.9401439376927183,dense3,mixed,NNSTD
160,0.577087095199155,conv1,mixed,NNSTD
160,0.7706723975375248,conv2,mixed,NNSTD
160,0.9489842976853984,dense1,mixed,NNSTD
160,0.8513722144230578,dense2,mixed,NNSTD
160,0.9406458301351938,dense3,mixed,NNSTD
161,0.5791963436379797,conv1,mixed,NNSTD
161,0.768568725676282,conv2,mixed,NNSTD
161,0.9478035424420079,dense1,mixed,NNSTD
161,0.8476511450468667,dense2,mixed,NNSTD
161,0.9416563691420053,dense3,mixed,NNSTD
162,0.5750441247188054,conv1,mixed,NNSTD
162,0.7711349240017726,conv2,mixed,NNSTD
162,0.9476631564073399,dense1,mixed,NNSTD
162,0.8477981529249229,dense2,mixed,NNSTD
162,0.9496509398994988,dense3,mixed,NNSTD
163,0.5779416755737383,conv1,mixed,NNSTD
163,0.7699313742553653,conv2,mixed,NNSTD
163,0.9475339796016706,dense1,mixed,NNSTD
163,0.8480313987400726,dense2,mixed,NNSTD
163,0.9598172982867441,dense3,mixed,NNSTD
164,0.5888284292810947,conv1,mixed,NNSTD
164,0.7687220086130828,conv2,mixed,NNSTD
164,0.9482402740363282,dense1,mixed,NNSTD
164,0.8514215212724394,dense2,mixed,NNSTD
164,0.966804104986107,dense3,mixed,NNSTD
165,0.5860776580445698,conv1,mixed,NNSTD
165,0.7701239107434883,conv2,mixed,NNSTD
165,0.9481103997502957,dense1,mixed,NNSTD
165,0.8510314803972956,dense2,mixed,NNSTD
165,0.946437139801583,dense3,mixed,NNSTD
166,0.5811429141839842,conv1,mixed,NNSTD
166,0.7678252698435095,conv2,mixed,NNSTD
166,0.9480265436962427,dense1,mixed,NNSTD
166,0.8516260406613763,dense2,mixed,NNSTD
166,0.9499487643304869,dense3,mixed,NNSTD
167,0.5709013464068611,conv1,mixed,NNSTD
167,0.769636887986572,conv2,mixed,NNSTD
167,0.9479015915713254,dense1,mixed,NNSTD
167,0.8505925524753922,dense2,mixed,NNSTD
167,0.9470064906773581,dense3,mixed,NNSTD
168,0.5707225186073387,conv1,mixed,NNSTD
168,0.7697180036457647,conv2,mixed,NNSTD
168,0.9478034631668453,dense1,mixed,NNSTD
168,0.8500589712836641,dense2,mixed,NNSTD
168,0.9619290063948072,dense3,mixed,NNSTD
169,0.5797414454928241,conv1,mixed,NNSTD
169,0.7700882747666916,conv2,mixed,NNSTD
169,0.9476156200569922,dense1,mixed,NNSTD
169,0.8498630141734708,dense2,mixed,NNSTD
169,0.9515064946616582,dense3,mixed,NNSTD
170,0.560202077079375,conv1,mixed,NNSTD
170,0.7680762200401834,conv2,mixed,NNSTD
170,0.9479957310427001,dense1,mixed,NNSTD
170,0.8535388540183628,dense2,mixed,NNSTD
170,0.9556687102496954,dense3,mixed,NNSTD
171,0.5782267407944652,conv1,mixed,NNSTD
171,0.7702681327079097,conv2,mixed,NNSTD
171,0.9481843641149439,dense1,mixed,NNSTD
171,0.8501200444178595,dense2,mixed,NNSTD
171,0.967483221470246,dense3,mixed,NNSTD
172,0.5735022725946439,conv1,mixed,NNSTD
172,0.768964526020985,conv2,mixed,NNSTD
172,0.9481119612494586,dense1,mixed,NNSTD
172,0.8500333677881768,dense2,mixed,NNSTD
172,0.9648080160089705,dense3,mixed,NNSTD
173,0.583864226051726,conv1,mixed,NNSTD
173,0.7702205961596924,conv2,mixed,NNSTD
173,0.9479410232214656,dense1,mixed,NNSTD
173,0.8494808239016352,dense2,mixed,NNSTD
173,0.9667627844859548,dense3,mixed,NNSTD
174,0.5743281560147369,conv1,mixed,NNSTD
174,0.7700715037288551,conv2,mixed,NNSTD
174,0.9478632006634552,dense1,mixed,NNSTD
174,0.8511524545314859,dense2,mixed,NNSTD
174,0.9500674940825592,dense3,mixed,NNSTD
175,0.567353615032843,conv1,mixed,NNSTD
175,0.7667755773998419,conv2,mixed,NNSTD
175,0.9475709744292842,dense1,mixed,NNSTD
175,0.8491551540769052,dense2,mixed,NNSTD
175,0.9672989337953428,dense3,mixed,NNSTD
176,0.5815190031067788,conv1,mixed,NNSTD
176,0.7720885217639644,conv2,mixed,NNSTD
176,0.9487533223611513,dense1,mixed,NNSTD
176,0.8499197536008918,dense2,mixed,NNSTD
176,0.9534842500942062,dense3,mixed,NNSTD
177,0.5756470832068259,conv1,mixed,NNSTD
177,0.7707599917882216,conv2,mixed,NNSTD
177,0.948727460093497,dense1,mixed,NNSTD
177,0.8502032856989354,dense2,mixed,NNSTD
177,0.9678388433032395,dense3,mixed,NNSTD
178,0.5552596339016376,conv1,mixed,NNSTD
178,0.7685106035689645,conv2,mixed,NNSTD
178,0.949026772832281,dense1,mixed,NNSTD
178,0.8503993406579823,dense2,mixed,NNSTD
178,0.9603952689841059,dense3,mixed,NNSTD
179,0.5680170523920524,conv1,mixed,NNSTD
179,0.7700091681713712,conv2,mixed,NNSTD
179,0.9488642900958898,dense1,mixed,NNSTD
179,0.8504912485827656,dense2,mixed,NNSTD
179,0.9568574927071168,dense3,mixed,NNSTD
180,0.5654749174141347,conv1,mixed,NNSTD
180,0.7688467030051024,conv2,mixed,NNSTD
180,0.9489389110038327,dense1,mixed,NNSTD
180,0.8516984453170217,dense2,mixed,NNSTD
180,0.9685708079759714,dense3,mixed,NNSTD
