6.925893515320034055e-01,8.648855482357900026e-01,9.698762839315075990e-01,8.911995907516983007e-01,9.579269271185646417e-01
6.806110887682578214e-01,8.652047619378069321e-01,9.695380867775950096e-01,8.927050078744085404e-01,9.805199654329816994e-01
6.750700547920216454e-01,8.627394013226612479e-01,9.701222963939922783e-01,8.912549006836641974e-01,9.746224115371486807e-01
6.752272269871427701e-01,8.641843558030583017e-01,9.700725665357305960e-01,8.924274339153079882e-01,9.604416517479652526e-01
6.861888151488819698e-01,8.673569307609475532e-01,9.699330914489319166e-01,8.892109797805213267e-01,9.679982867587618722e-01
6.839678805992459587e-01,8.640301830182437470e-01,9.700662288941968026e-01,8.902484770159744265e-01,9.542516713742849044e-01
6.742750321884353193e-01,8.644703414009897724e-01,9.700354757033645692e-01,8.913606495694472720e-01,9.655621378986378733e-01
6.622505036646145760e-01,8.624440225639991020e-01,9.698609038425658468e-01,8.909662588327662558e-01,9.739214141844729777e-01
6.555342256749958629e-01,8.633135756167052977e-01,9.701146389628697575e-01,8.924733264755685402e-01,9.540957876110829350e-01
6.835098112671641468e-01,8.643830423186323886e-01,9.703021961903189885e-01,8.917539369021318940e-01,9.802059800664452149e-01
6.716014849631577466e-01,8.629202361900858431e-01,9.696624021090314294e-01,8.921984859369278542e-01,9.716278367342198186e-01
6.817898867101895855e-01,8.651976930208526984e-01,9.699192647323001681e-01,8.913988500993554887e-01,9.711254013800643126e-01
6.728816614537638241e-01,8.648849911648972544e-01,9.699261507504211011e-01,8.920120683768888448e-01,9.672302840731490381e-01
6.732913610404902549e-01,8.619215360258060121e-01,9.703085879778634570e-01,8.911089143938201174e-01,9.719067203203769489e-01
6.953993540160818831e-01,8.661945317688040102e-01,9.701963309073023956e-01,8.917368631643445287e-01,9.629467206143228486e-01
6.648291417018439287e-01,8.613791728961184280e-01,9.702793874126025564e-01,8.920254749782883241e-01,9.604637276196509310e-01
6.627738221101224791e-01,8.609576009075510239e-01,9.697925086562335650e-01,8.906964397944601153e-01,9.601109917651269310e-01
6.687990454758304670e-01,8.643769292616261257e-01,9.699525414964862424e-01,8.900523601532714935e-01,9.658678101178100883e-01
6.791880224554858181e-01,8.648148626468940003e-01,9.697710986870644589e-01,8.933220645619384115e-01,9.585346243653557474e-01
6.726261750751398871e-01,8.609007945767022107e-01,9.698425505167642680e-01,8.915677897281155673e-01,9.632223102654586810e-01
6.709584282085733209e-01,8.648970229613419658e-01,9.697909766606025439e-01,8.905466708667160169e-01,9.639923646780964583e-01
6.846242800752524449e-01,8.647859861353918154e-01,9.701363720832099080e-01,8.916501049076894780e-01,9.590409572784939218e-01
6.730285866551104501e-01,8.617463513282022092e-01,9.703573097400688408e-01,8.921469095595679910e-01,9.596179275289896671e-01
6.867522762271698333e-01,8.632587176284332031e-01,9.699606731621568390e-01,8.929995396507913741e-01,9.752963772839547962e-01
6.683160691432750156e-01,8.652790681553168550e-01,9.698645534849065220e-01,8.919701622105654648e-01,9.709021627298938251e-01
6.667400751687467819e-01,8.636612156739923440e-01,9.700606787631207428e-01,8.936525156981927065e-01,9.753979070574814170e-01
6.789492865719162218e-01,8.627157174078700086e-01,9.698338544885056756e-01,8.917353584830775004e-01,9.657205943650030155e-01
6.760638845427449084e-01,8.618802666916185462e-01,9.697771389684800569e-01,8.912612635515899662e-01,9.687336561750020669e-01
6.877832862092971844e-01,8.678495803674695086e-01,9.700791432644064738e-01,8.915726862235822114e-01,9.584427842169779277e-01
6.670842794668920828e-01,8.650914262766169482e-01,9.699441937718779050e-01,8.916426894667652814e-01,9.856515224896833516e-01
